e_cis;velikost;kraj;okres;mesto;ul_cis;ul_cis1;ul_cisn;vgs84_n;vgs84_eo
13243;CLV;Trenčín;;Trenčín;Vajanského;vstup na pešiu zónu,OD Prior,smer Braneckého;;48.892599;18.037915
13244;CLV;Trenčín;;Trenčín;Vajanského;vstup na pešiu zónu,OD Prior,smer centrum;;48.892419;18.037567
13245;CLV;Trenčín;;Trenčín;Vajanského;vstup na pešiu zónu,OD Prior,smer Braneckého;;48.892419;18.037567
13246;CLV;Trenčín;;Trenčín;Braneckého;pešia zóna, Koruna potraviny, vietnamské bistro, smer Hviezdoslavova;;48.89085;18.0373
13247;CLV;Trenčín;;Trenčín;Braneckého;pešia zóna, Koruna potraviny, vietnamské bistro, smer sídlisko Juh;;48.89085;18.0373
13248;CLV_p;Trenčín;;Trenčín;Rozmarínová;pešia zóna, gymnázium, smer Vajanského;;48.892136;18.0373076
13249;CLV_p;Trenčín;;Trenčín;Rozmarínová;pešia zóna, gymnázium, smer 1. mája;;48.892136;18.0373076
13250;CLP;Trenčín;;Trenčín;Nám. sv. Anny;Krajský súd,park,smer Legionárska,P,vnk.;;48.889609;18.036104
13251;CLP;Trenčín;;Trenčín;Nám. sv. Anny;Krajský súd,park,smer centrum,P,vnt.;;48.889609;18.036104
13252;CLV;Trenčín;;Trenčín;Braneckého;pekáreň,Dr.Max,záložňa,smer centrum;;48.89106;18.03754
13253;CLV;Trenčín;;Trenčín;Braneckého;pekáreň,Dr.Max,záložňa,smer nám.Sv.Anny;;48.89106;18.03754
23000;CLP;Trenčín;;Trenčín;Dlhé Hony,sm centrum-AZ;Coop Jednota,lekáreň,Ľ,vnt základná škola, materská škola;;48.8802628;18.0318457
23001;CLP;Trenčín;;Trenčín;Dlhé Hony,sm centrum-AZ;COOP Jednota,lekáreň,Ľ,vnk základná škola, materská škola;;48.8802628;18.0318457
23002;CLP;Trenčín;;Trenčín;Dlhé Hony,sm z centra-AZ;smer Sídlisko Juh,Ľ,vnt;;48.8799746;18.0319322
23003;CLP;Trenčín;;Trenčín;Dlhé Hony,sm z centra-AZ;smer Sídlisko Juh,Ľ,vnk;;48.8799746;18.0319322
23004;CLP;Trenčín;;Trenčín;Soblahovská-AZ;oproti cintorínu,Ľ,vnt LIDL, základná škola;;48.875567;18.03549
23005;CLP;Trenčín;;Trenčín;Soblahovská-AZ;oproti cintorínu,Ľ,vnk LIDL, základná škola;;48.875567;18.03549
23006;CLP;Trenčín;;Trenčín;Kubranská-AZ;Ľ,vnt;;48.8936878;18.070956
23007;CLP;Trenčín;;Trenčín;Kubranská-AZ;Ľ,vnk;;48.8936878;18.070956
23010;CLP;Trenčín;;Trenčín;Bratislavská-AZ;vstup do Trenčína,futb.štad.,Ľ,vnt priemyselný park;;48.8919299;18.0006159
23011;CLP;Trenčín;;Trenčín;Bratislavská-AZ;vstup do Trenčína,futb.štad.,Ľ,vnk priemyselný park;;48.8919299;18.0006159
23012;CLP;Trenčín;;Trenčín;Zlatovská-AZ;štadión OZETY,kúpalisko,Ľ,vnt;;48.894886;18.022204
23013;CLP;Trenčín;;Trenčín;Zlatovská-AZ;štadión OZETY,kúpalisko,Ľ,vnk;;48.894886;18.022204
23014;CLP;Trenčín;;Trenčín;Hodžova-AZ;pred ZŠ, Gáborikov štadión,Ľ,vnt LIDL, smer centrum;;48.8968774;18.059135
23015;CLP;Trenčín;;Trenčín;Hodžova-AZ;pred ZŠ,Gáborikov štadión,Ľ,vnk LIDL,smer centrum;;48.8968774;18.059135
23016;CLP;Trenčín;;Trenčín;Hodžova/Považská-AZ;autoservis,potraviny,kotolňa,Ľ,vnt LIDL;;48.896638;18.064382
23017;CLP;Trenčín;;Trenčín;Hodžova/Považská-AZ;autoservis,potraviny,kotolňa,Ľ,vnk LIDL;;48.896638;18.064382
23018;CLP;Trenčín;;Trenčín;Považská-AZ;zim.štadión DUKLA,Ľ,vnt;;48.900169;18.061416
23019;CLP;Trenčín;;Trenčín;Považská-AZ;zim.štadión DUKLA,Ľ,vnk;;48.900169;18.061416
23020;CLP;Trenčín;;Trenčín;Opatovská-AZ;COOP Jednota,kultúrny dom,P,vnt;;48.9137554;18.0929245
23021;CLP;Trenčín;;Trenčín;Opatovská-AZ;COPP Jednota,kultúrny dom,P,vnk;;48.9137554;18.0929245
23022;CLP;Trenčín;;Trenčín;Rázusova-AZ;oproti zimný štadión,lekáreň,Ľ,vnt;;48.8994408;18.0550756
23023;CLP;Trenčín;;Trenčín;Rázusova-AZ;oproti zimný štadión,lekáreň,Ľ,vnk;;48.8994408;18.0550756
23024;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;vjazd na výstavisko,Unicredit,P,vnk OC MAX;;48.8921164;18.0594682
23025;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;vjazd na výstavisko,Unicredit,P,vnt OC MAX;;48.8921164;18.0594682
23026;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;vjazd na výstavisko,Unicredit,Ľ,vnt OC MAX;;48.8921164;18.0594682
23027;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;vjazd na výstavisko,Unicredit,Ľ,vnk OC MAX;;48.8921164;18.0594682
23028;CLP;Trenčín;;Trenčín;Legionárska-AZ;Allianz,ČSOB,DÚ,P,vnk;;48.8864853;18.0341908
23029;CLP;Trenčín;;Trenčín;Legionárska-AZ;Allianz,ČSOB,DÚ,P,vnt;;48.8864853;18.0341908
23030;CLP;Trenčín;;Trenčín;Legionárska-AZ;Allianz,ČSOB,DÚ,Ľ,vnt;;48.8864853;18.0341908
23031;CLP;Trenčín;;Trenčín;Legionárska-AZ;Allianz,CSOB,DÚ,Ľ,vnk;;48.8864853;18.0341908
23032;CLP;Trenčín;;Trenčín;Soblahovská-AZ;pri cintoríne,Ľ,vnt LIDL, základná škola;;48.8775329;18.0350322
23033;CLP;Trenčín;;Trenčín;Soblahovská-AZ;pri cintoríne,Ľ,vnk LIDL, základná škola;;48.8775329;18.0350322
23034;CLP;Trenčín;;Trenčín;gen.Svobodu-AZ;OD Jednota,Ľ,vnt;;48.871678;18.0350933
23035;CLP;Trenčín;;Trenčín;gen.Svobodu-AZ;OD Jednota,Ľ,vnk;;48.871678;18.0350933
23036;CLP;Trenčín;;Trenčín;gen.Svobodu-AZ;oproti OD Jednota,Ľ,vnt;;48.8714081;18.0350777
23037;CLP;Trenčín;;Trenčín;gen.Svobodu-AZ;oproti OD Jednota,Ľ,vnk;;48.8714081;18.0350777
23038;CLP;Trenčín;;Trenčín;Bratislavská-AZ;Old Herold,P,vnk LIDL,ČS Shell;;48.8990936;18.0299668
23039;CLP;Trenčín;;Trenčín;Bratislavská-AZ;Old Herold,P,vnt LIDL,ČS Shell;;48.8990936;18.0299668
23040;CLP;Trenčín;;Trenčín;Bratislavská-AZ;Old Herold,Ľ,vnt LIDL,ČS Shell;;48.8990936;18.0299668
23041;CLP;Trenčín;;Trenčín;Bratislavská-AZ;Old Herold,Ľ,vnk LIDL,ČS Shell;;48.8990936;18.0299668
23042;CLP;Trenčín;;Trenčín;Bratislavská-AZ;Old Herold,Ľ,vnt LIDL,ČS Shell;;48.8991701;18.0299022
23043;CLP;Trenčín;;Trenčín;Bratislavská-AZ;Old Herold,Ľ,vnk LIDL,ČS Shell;;48.8991701;18.0299022
23044;CLP;Trenčín;;Trenčín;Hanzlíkovská,sm centrum-AZ;detský domov,Ľ,vnt;;48.902116;18.012959
23045;CLP;Trenčín;;Trenčín;Hanzlíkovská,sm centrum-AZ;detský domov,Ľ,vnk;;48.902116;18.012959
23048;CLP;Trenčín;;Trenčín;Hasičská-AZ;prieťah mestom,galéria,P,vnk hotel Elizabeth;;48.896213;18.040566
23049;CLP;Trenčín;;Trenčín;Hasičská-AZ;prieťah mestom,galéria,P,vnt hotel Elizabeth;;48.896213;18.040566
23050;CLP;Trenčín;;Trenčín;Hasičská-AZ;prieťah mestom,galéria,Ľ,vnt hotel Elizabeth;;48.896222;18.040722
23051;CLP;Trenčín;;Trenčín;Hasičská-AZ;prieťah mestom,galéria,Ľ,vnk hotel Elizabeth;;48.896222;18.040722
23052;CLP;Trenčín;;Trenčín;Hasičská-AZ;prieťah mestom,galéria,Ľ,vnt hotel Elizabeth;;48.896235;18.040946
23053;CLP;Trenčín;;Trenčín;Hasičská-AZ;prieťah mestom,galéria,Ľ,vnk hotel Elizabeth;;48.896235;18.040946
23054;CLP;Trenčín;;Trenčín;Bratislavská-AZ;autosalón Toyota,Ľ,vnt ČS Shell,žel.stanica Zlatovce;;48.8998916;18.0175204
23055;CLP;Trenčín;;Trenčín;Bratislavská-AZ;autosalón Toyota,Ľ,vnk ČS Shell,žel.stanica Zlatovce;;48.8998916;18.0175204
23056;CLP;Trenčín;;Trenčín;Električná-AZ;Štatistický úrad,Ľ,vnt Gymnázium,PRIOR;;48.8931736;18.0339513
23057;CLP;Trenčín;;Trenčín;Električná-AZ;Štatistický úrad,Ľ,vnk Gymnázium,PRIOR;;48.8931736;18.0339513
23060;CLP;Trenčín;;Trenčín;Inovecká/ZDROJ-AZ;sídlisko Dlhé Hony,Z/vnt;;48.8787768;18.0319126
23061;CLP;Trenčín;;Trenčín;Soblahovská-AZ;oproti Materskej škole,Ľ,vnt;;48.882028;18.034426
23062;CLP;Trenčín;;Trenčín;Soblahovská-AZ;oproti Materskej škole,Ľ,vnk;;48.882028;18.034426
23063;CLP;Trenčín;;Trenčín;Vlárska,OLD HEROLD FERM-AZ;pri Autokozmetike,Ľ,vnt;;48.9016702;18.0372836
23064;CLP;Trenčín;;Trenčín;Vlárska,OLD HEROLD FERM-AZ;pri Autokozmetike,Ľ,vnk;;48.9016702;18.0372836
23065;CLP;Trenčín;;Trenčín;Električná-AZ;Štatistický úrad,P,vnk Gymnázium,PRIOR;;48.8931278;18.0338608
23066;CLP;Trenčín;;Trenčín;Električná-AZ;Štatistický úrad,P,vnt Gymnázium,PRIOR;;48.8931278;18.0338608
23067;CLP;Trenčín;;Trenčín;Električná-AZ;Štatistický úrad,Ľ,vnt Gymnázium,PRIOR;;48.8931278;18.0338608
23068;CLP;Trenčín;;Trenčín;Električná-AZ;Štatistický úrad,Ľ,vnk Gymnázium,PRIOR;;48.8931278;18.0338608
23069;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;pri OD Billa,P,vnk ČS Slovnaft;;48.894767;18.066108
23070;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;pri OD Billa,P,vnt ČS Slovnaft;;48.894767;18.066108
23071;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;pri OD Billa,Ľ,vnt ČS Slovnaft;;48.894787;18.066245
23072;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;pri OD Billa,Ľ,vnk ČS Slovnaft;;48.894787;18.066245
23073;CLP;Trenčín;;Trenčín;Rozmarínová-AZ;pri gymnáziu Ľ.Štúra,Z/vnt/p PRIOR,ČSOB;;48.892418;18.036595
23074;CLP;Trenčín;;Trenčín;Rozmarínová-AZ;pri gymnáziu Ľ.Štúra,Z/vnt/ľ PRIOR,ČSOB;;48.89237;18.03674
23075;CLP;Trenčín;;Trenčín;Hasičská,sm BA-AZ;prieťah mestom,podchod,Z/vnt/p hotel Elizabeth;;48.8963618;18.0400789
23076;CLP;Trenčín;;Trenčín;Hasičská,sm BA-AZ;prieťah mestom,podchod,Z/vnt/ľ hotel Elizabeth;;48.8963618;18.0400789
23077;CLP;Trenčín;;Trenčín;Hasičská,sm BA-AZ;prieťah mestom,podchod,Z/vnt/p hotel Elizabeth;;48.8963267;18.039914
23078;CLP;Trenčín;;Trenčín;Hasičská,sm BA-AZ;prieťah mestom,podchod,Z/vnt/ľ hotel Elizabeth;;48.8963267;18.039914
23079;CLP;Trenčín;;Trenčín;Hasičská,sm ŽS-AZ;prieťah mestom,pri galérii,Z/vnt/p hotel Elizabeth;;48.896273;18.041526
23080;CLP;Trenčín;;Trenčín;Hasičská,sm ŽS-AZ;prieťah mestom,pri galérii,Z/vnt/ľ hotel Elizabeth;;48.896288;18.041594
23081;CLP;Trenčín;;Trenčín;Hasičská,sm ŽS-AZ;prieťah mestom,pri galérii,Z/vnt/p hotel Elizabeth;;48.896278;18.041804
23082;CLP;Trenčín;;Trenčín;Hasičská,sm ŽS-AZ;prieťah mestom,pri galérii,Z/vnt/ľ hotel Elizabeth;;48.896294;18.041889
23083;CLP;Trenčín;;Trenčín;Hasičská,sm ŽS-AZ;prieťah mestom,pri galérii,Z/vnt/p hotel Elizabeth;;48.896304;18.042061
23084;CLP;Trenčín;;Trenčín;Hasičská,sm ŽS-AZ;prieťah mestom,pri galérii,Z/vnt/ľ hotel Elizabeth;;48.896321;18.042146
23085;CLP;Trenčín;;Trenčín;Hasičská,sm ŽS-AZ;prieťah mestom,pri galérii,Z/vnt/p hotel Elizabeth;;48.896343;18.042334
23086;CLP;Trenčín;;Trenčín;Hasičská,sm ŽS-AZ;prieťah mestom,pri galérii,Z/vnt/ľ hotel Elizabeth;;48.896348;18.04242
23087;CLP;Trenčín;;Trenčín;Zlatovská-AZ;pri OC Úspech,Ľ,vnt základná škola;;48.896235;18.025292
23088;CLP;Trenčín;;Trenčín;Zlatovská-AZ;pri OC Úspech,Ľ,vnk základná škola;;48.896235;18.025292
23089;CLP;Trenčín;;Trenčín;Rázusova-AZ;pri Zim.štadióne Dukla,Ľ,vnt;;48.8997916;18.0554758
23090;CLP;Trenčín;;Trenčín;Rázusova-AZ;pri Zim.štadióne Dukla,Ľ,vnk;;48.8997916;18.0554758
23091;CLP;Trenčín;;Trenčín;Kubranská-AZ;pri ZŠ Kubra,Ľ,vnt materská škola;;48.8934011;18.0779265
23092;CLP;Trenčín;;Trenčín;Kubranská-AZ;pri ZŠ Kubra,Ľ,vnk materská škola;;48.8934011;18.0779265
23093;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;kruh.objazd,oproti OC MAX,Kaufland,McDonald,Ľ,vnt;;48.8914378;18.0561564
23094;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;kruh.objazd,oproti OC MAX,Kaufland,McDonald,Ľ,vnk;;48.8914378;18.0561564
23101;CLP;Trenčín;;Trenčín;Zlatovská-AZ;SAD,Honda,Z/vnt/p;;48.8934436;18.0186359
23102;CLP;Trenčín;;Trenčín;Zlatovská-AZ;SAD,Honda,Z/vnt/ľ;;48.8934436;18.0186359
23103;CLP;Trenčín;;Trenčín;Rázusova-AZ;pri Ekonomickej škole,Ľ,vnt;;48.8980013;18.0492048
23104;CLP;Trenčín;;Trenčín;Rázusova-AZ;pri Ekonomickej škole,Ľ,vnk;;48.8980013;18.0492048
23105;CLP;Trenčín;;Trenčín;Soblahovská-AZ;pri polyfunkč.objekte,Ľ,vnt;;48.8796546;18.034469
23106;CLP;Trenčín;;Trenčín;Soblahovská-AZ;pri polyfunkč.objekte,Ľ,vnk;;48.8796546;18.034469
23107;CLP;Trenčín;;Trenčín;Inovecká/Družstevná-AZ;križov,Ľ,vnt Kaufland;;48.876717;18.029511
23108;CLP;Trenčín;;Trenčín;Inovecká/Družstevná-AZ;križov,Ľ,vnk Kaufland;;48.876717;18.029511
23109;CLP;Trenčín;;Trenčín;Východná-AZ;pod kostolom,Ľ,vnt OC Južanka;;48.8704284;18.0423579
23110;CLP;Trenčín;;Trenčín;Východná-AZ;pod kostolom,Ľ,vnk OC Južanka;;48.8704284;18.0423579
23111;CLP;Trenčín;;Trenčín;Legionárska-AZ;pri nemocnici,sm sídl Juh,Ľ,vnt;;48.882748;18.0298655
23112;CLP;Trenčín;;Trenčín;Legionárska-AZ;pri nemocnici,sm sídl Juh,Ľ,vnk;;48.882748;18.0298655
23115;CLP;Trenčín;;Trenčín;Opatovská-AZ;UNI-CENTRUM,sm centr,Z/vnt/p;;48.8986856;18.073767
23116;CLP;Trenčín;;Trenčín;Opatovská-AZ;UNI-CENTRUM,sm centr,Z/vnt/ľ;;48.8986856;18.073767
23117;CLP;Trenčín;;Trenčín;Kubranská-AZ;pri materskej škole,Ľ,vnt základná škola;;48.8932664;18.0779808
23118;CLP;Trenčín;;Trenčín;Kubranská-AZ;pri materskej škole,Ľ,vnk základná škola;;48.8932664;18.0779808
23119;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;pri predajni Renault,Z/vnt/p OC MAX;;48.892137;18.053346
23120;CLP;Trenčín;;Trenčín;M.R.Štefánika-AZ;pri predajni Renault,Z/vnt/ľ OC MAX;;48.892106;18.053402
23125;CLP;Trenčín;;Trenčín;Inovecká/ZDROJ-AZ;smc,P,vnk;;48.879162;18.032683
23126;CLP;Trenčín;;Trenčín;Inovecká/ZDROJ-AZ;smc,P,vnt;;48.879162;18.032683
23127;CLP;Trenčín;;Trenčín;Inovecká/ZDROJ-AZ;smc,Ľ,vnt;;48.879111;18.032794
23128;CLP;Trenčín;;Trenčín;Inovecká/ZDROJ-AZ;smc,Ľ,vnk;;48.879111;18.032794
23129;CLP;Trenčín;;Trenčín;Saratovská-AZ;tržnica,smc,Z/vnt/1 OC Južanka,cintorín;;48.8752901;18.0401211
23130;CLP;Trenčín;;Trenčín;Saratovská-AZ;tržnica,smc,Z/vnt/2 OC Južanka,cintorín;;48.8752901;18.0401211
23131;CLP;Trenčín;;Trenčín;Saratovská-AZ;tržnica,smc,Z/vnt/3 OC Južanka,cintorín;;48.8752901;18.0401211
23132;CLP;Trenčín;;Trenčín;Saratovská-AZ;tržnica,smc,Z/vnt/4 OC Južanka,cintorín;;48.8752901;18.0401211
23133;CLP;Trenčín;;Trenčín;Saratovská-AZ;tržnica,smc,Z/vnk/1 OC Južanka,cintorín;;48.8752901;18.0401211
23134;CLP;Trenčín;;Trenčín;Saratovská-AZ;tržnica,smc,Z/vnk/2 OC Južanka,cintorín;;48.8752901;18.0401211
23135;CLP;Trenčín;;Trenčín;Saratovská-AZ;tržnica,smc,Z/vnk/3 OC Južanka,cintorín;;48.8752901;18.0401211
23136;CLP;Trenčín;;Trenčín;Saratovská-AZ;tržnica,smc,Z/vnk/4 OC Južanka,cintorín;;48.8752901;18.0401211
23137;CLP;Trenčín;;Trenčín;Soblahovská-AZ;oproti ALES,Ľ,vnt;;48.8683285;18.0357529
23138;CLP;Trenčín;;Trenčín;Soblahovská-AZ;oproti ALES,Ľ,vnk;;48.8683285;18.0357529
23139;CLP;Trenčín;;Trenčín;Bratislavská-AZ;oproti OLD HEROLD,Z/vnt/p LIDL,ČS Shell;;48.899085;18.0296228
23140;CLP;Trenčín;;Trenčín;Bratislavská-AZ;oproti OLD HEROLD,Z/vnt/ľ LIDL,ČS Shell;;48.899085;18.0296228
23141;CLP;Trenčín;;Trenčín;Bratislavská-AZ;oproti OLD HEROLD,Z/vnk/p LIDL,ČS Shell;;48.899085;18.0296228
23142;CLP;Trenčín;;Trenčín;Bratislavská-AZ;oproti OLD HEROLD,Z/vnk/ľ LIDL,ČS Shell;;48.899085;18.0296228
23143;CLP;Trenčín;;Trenčín;Východná-AZ;pri OD OBI,Z/vnt/p Kaufland;;48.8747034;18.0283267
23144;CLP;Trenčín;;Trenčín;Východná-AZ;pri OD OBI,Z/vnt/ľ Kaufland;;48.8747034;18.0283267
23145;CLP;Trenčín;;Trenčín;Východná-AZ;pri OD OBI,Z/vnk/p Kaufland;;48.8747034;18.0283267
23146;CLP;Trenčín;;Trenčín;Východná-AZ;pri OD OBI,Z/vnk/ľ Kaufland;;48.8747034;18.0283267
23147;CLP;Trenčín;;Trenčín;Legionárska-AZ,smTrenč.Turná;pri križov.na Nozdrkovce,Ľ,vnt;;48.877297;18.022282
23148;CLP;Trenčín;;Trenčín;Legionárska-AZ,smTrenč.Turná;pri križov.na Nozdrkovce,Ľ,vnk;;48.877297;18.022282
23149;CLP;Trenčín;;Trenčín;Hodžova,sm Sihoť IV.-AZ;sm Opatovská cesta,Z/vnt/p LIDL;;48.8964706;18.0657833
23150;CLP;Trenčín;;Trenčín;Hodžova,sm Sihoť IV.-AZ;sm Opatovská cesta,Z/vnt/ľ LIDL;;48.8964706;18.0657833
23151;CLP;Trenčín;;Trenčín;Soblahovská-AZ;smer centrum,Ľ,vnt;;48.879572;18.034642
23152;CLP;Trenčín;;Trenčín;Soblahovská-AZ;smer centrum,Ľ,vnk;;48.879572;18.034642
23155;CLP;Trenčín;;Trenčín;Soblahovská-AZ;sm sídlisko,Ľ,vnt trhovisko;;48.882408;18.034038
23156;CLP;Trenčín;;Trenčín;Soblahovská-AZ;sm sídlisko,Ľ,vnk trhovisko;;48.8824;18.034038
23157;CLP;Trenčín;;Trenčín;Soblahovská-AZ;sm centrum,Ľ,vnt zmrzlina, nemocnica;;48.8843877;18.0340637
23158;CLP;Trenčín;;Trenčín;Soblahovská-AZ;sm centrum,Ľ,vnk zmrzlina, nemocnica;;48.8843877;18.0340637
23159;CLP;Trenčín;;Trenčín;Potočná-AZ;pri ZŠ,kostole,Z/vnt/p cintorín;;48.911903;18.09838
23160;CLP;Trenčín;;Trenčín;Potočná-AZ;pri ZŠ,kostole,Z/vnt/ľ cintorín;;48.9119;18.09838
23161;CLP;Trenčín;;Trenčín;Opatovská-AZ;Opatová-Horeblatie,Ľ,vnt von z centra;;48.9162656;18.0952409
23162;CLP;Trenčín;;Trenčín;Opatovská-AZ;Opatová-Horeblatie,Ľ,vnk von z centra;;48.9162656;18.0952409
23165;CLP;Trenčín;;Trenčín;Žilinská-AZ;pri penzióne Magnólia,Z/vnt/p sídlisko, von z mesta;;48.897647;18.07067
23166;CLP;Trenčín;;Trenčín;Žilinská-AZ;pri penzióne Magnólia,Z/vnt/ľ sídlisko, von z mesta;;48.897647;18.07067
23167;CLP;Trenčín;;Trenčín;Kubranská-AZ;smc,Z/vnt/p pneuservis,Billa,ČS;;48.893889;18.065502
23168;CLP;Trenčín;;Trenčín;Kubranská-AZ;smc,Z/vnt/ľ pneuservis,Billa,ČS;;48.893889;18.065502
23169;CLP;Trenčín;;Trenčín;Kubranská-AZ;smc,Z/vnk/p pneuservis,Billa,ČS;;48.893889;18.065502
23170;CLP;Trenčín;;Trenčín;Kubranská-AZ;smc,Z/vnk/ľ pneuservis,Billa,ČS;;48.893889;18.065502
23171;CLP;Trenčín;;Trenčín;Mládežnícka-CZ;pred mestskou ŠH,P,vnk futbalový štadion;;48.897921;18.047202
23172;CLP;Trenčín;;Trenčín;Mládežnícka-CZ;pred mestskou ŠH,P,vnt futbalový štadion;;48.897921;18.047202
23173;CLP;Trenčín;;Trenčín;Mládežnícka-CZ;pred mestskou ŠH,Ľ,vnt futbalový štadion;;48.897921;18.047202
23174;CLP;Trenčín;;Trenčín;Mládežnícka-CZ;pred mestskou ŠH,Ľ,vnk futbalový štadion;;48.897921;18.047202
23175;CLP;Trenčín;;Trenčín;Mládežnícka-CZ;pred plavárňou,P,vnk oproti futbalový štadion;;48.898188;18.043181
23176;CLP;Trenčín;;Trenčín;Mládežnícka-CZ;pred plavárňou,P,vnt oproti futbalový štadion;;48.898188;18.043181
23177;CLP;Trenčín;;Trenčín;Mládežnícka-CZ;pred plavárňou,Ľ,vnt oproti futbalový štadion;;48.898188;18.043181
23178;CLP;Trenčín;;Trenčín;Mládežnícka-CZ;pred plavárňou,Ľ,vnk oproti futbalový štadion;;48.898188;18.043181
23179;CLP;Trenčín;;Trenčín;28. októbra-CZ;pred trhoviskom Družba,P,vnk;;48.882728;18.032315
23180;CLP;Trenčín;;Trenčín;28. októbra-CZ;pred trhoviskom Družba,P,vnt;;48.882728;18.032315
23181;CLP;Trenčín;;Trenčín;28. októbra-CZ;pred trhoviskom Družba,Ľ,vnt;;48.882728;18.032315
23182;CLP;Trenčín;;Trenčín;28. októbra-CZ;pred trhoviskom Družba,Ľ,vnk;;48.882728;18.032315
23183;CLP;Trenčín;;Trenčín;M. Rázusa-CZ;pred ZUŠ,P,vnk park, reštaurácia;;48.896642;18.045376
23184;CLP;Trenčín;;Trenčín;M. Rázusa-CZ;pred ZUŠ,P,vnt park, reštaurácia;;48.896642;18.045376
23185;CLP;Trenčín;;Trenčín;M. Rázusa-CZ;pred ZUŠ,Ľ,vnt park, reštaurácia;;48.896642;18.045376
23186;CLP;Trenčín;;Trenčín;M. Rázusa-CZ;pred ZUŠ,Ľ,vnk park, reštaurácia;;48.896642;18.045376
23187;CLP;Trenčín;;Trenčín;Kasárenská-AZ;smer Záblatie,Z/vnt/p okrajová štvrť;;48.9040603;18.0270343
23188;CLP;Trenčín;;Trenčín;Kasárenská-AZ;smer Záblatie,Z/vnt/ľ okrajová štvrť;;48.9040603;18.0270343
23189;CLP;Trenčín;;Trenčín;Žilinská-AZ;smer Opatová,Z/vnt/p sídlisko, von z centra;;48.8982968;18.0729015
23190;CLP;Trenčín;;Trenčín;Žilinská-AZ;smer Opatová,Z/vnt/ľ sídlisko, von z centra;;48.8982968;18.0729015
23191;CLP;Trenčín;;Trenčín;Legionárska-AZ;Allianz,sm von z mesta,Ľ,vnt centrum;;48.886349;18.034103
23192;CLP;Trenčín;;Trenčín;Legionárska-AZ;Allianz,sm von z mesta,Ľ,vnk centrum;;48.886349;18.034103
23197;CLP;Trenčín;;Trenčín;Šoltésovej-CZ;pred OC Rozkvet,P,vnk pošta, pekáreň, reštaurácia;;48.899247;18.058639
23198;CLP;Trenčín;;Trenčín;Šoltésovej-CZ;pred OC Rozkvet,P,vnt pošta, pekáreň, reštaurácia;;48.899247;18.058639
23199;CLP;Trenčín;;Trenčín;Šoltésovej-CZ;pred OC Rozkvet,Ľ,vnt pošta, pekáreň, reštaurácia;;48.899247;18.058639
23200;CLP;Trenčín;;Trenčín;Šoltésovej-CZ;pred OC Rozkvet,Ľ,vnk pošta, pekáreň, reštaurácia;;48.899247;18.058639
23201;CLP;Trenčín;;Trenčín;Kubranská-AZ;Kubra, výpadovka na Dubnicu,Z/vnt/p auto predajňa Fiat, Iveco;;48.89898;18.085054
23202;CLP;Trenčín;;Trenčín;Kubranská-AZ;Kubra, výpadovka na Dubnicu,Z/vnt/ľ auto predajňa Fiat, Iveco;;48.89898;18.085054
23203;CLP;Trenčín;;Trenčín;Opatovská-AZ;smc,Z/vnt/p pred OC, reštaurácia, lekáreň, herňa, Radegast;;48.897206;18.068837
23204;CLP;Trenčín;;Trenčín;Opatovská-AZ;smc,Z/vnt/ľ pred OC, reštaurácia, lekáreň, herňa,Radegast;;48.897206;18.068837
23205;CLP;Trenčín;;Trenčín;Opatovská-AZ;smc,Z/vnk/p pred OC, reštaurácia, lekáreň, herňa;;48.897206;18.068837
23206;CLP;Trenčín;;Trenčín;Opatovská-AZ;smc,Z/vnk/ľ pred OC, reštaurácia, lekáreň, herňa;;48.897206;18.068837
23301;CLP;Trenčín;;Trenčín;Bratislavská - AZ;pri cintoríne,Z,P,vnt.;;48.891627;17.998938
23302;CLP;Trenčín;;Trenčín;Bratislavská - AZ;pri cintoríne,Z,Ľ,vnt.;;48.891627;17.998938
23303;CLP;Trenčín;;Trenčín;Na Kamenci-AZ;smer Istebník,BILLA,Ľ vnt;;48.904195;18.018391
23304;CLP;Trenčín;;Trenčín;Na Kamenci-AZ;smer Istebník,BILLA,Ľ vnk;;48.904195;18.018391
23305;CLP;Trenčín;;Trenčín;Karpatská - AZ;smer centrum,golf club,tenisové kurty,Ľ,vnt.;;48.8838;18.02291
23306;CLP;Trenčín;;Trenčín;Karpatská - AZ;smer centrum,golf club,tenisové kurty,Ľ,vnk.;;48.8838;18.02291
23307;CLP;Trenčín;;Trenčín;Soblahovská-AZ;smer centrum,nemocnica,Ľ,vnt;;48.884265;18.034058
23308;CLP;Trenčín;;Trenčín;Soblahovská-AZ;smer centrum, nemocnica, Ľ vnk;;48.884265;18.034058
12275;CLV;Trnava;;Trnava;Dohnányho;centr,pred Poštou 2, smer žel.stanica;;48.369241;17.585913
