e_cis;velikost;kraj;okres;mesto;ul_cis;ul_cis1;ul_cisn;vgs84_n;vgs84_eo
60655;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Jánošíkova,O;obyt.blok č.45,smer centrum CBA;;48.380774;20.012394
60660;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Školská,O;Vinár.závody,sm Fiľakovo,Ľ;;48.379907;20.025558
60661;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Školská,O;Vinár.závody,smc príjazd od Fiľakova;;48.379907;20.025558
60662;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Školská,O;garáže,žel.trať,sm Fiľakovo,Ľ;;48.378023;20.029481
60663;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Školská,O;garáže,žel.trať,smer centrum;;48.378023;20.029481
60667;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Malohontská,O;garáže,sm Jánošíkova,Ľ;;48.383309;20.013663
60668;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Malohontská,O;garáže,sm E-571;;48.383309;20.013663
60670;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;arm.gen.L.Svobodu,O;most cez Rimavu,smCukrovarsk,Ľ TESCO;;48.385827;19.999587
60671;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;arm.gen.L.Svobodu,O;most cez Rimavu,smOkružná TESCO;;48.385827;19.999587
60673;24;Banská Bystrica;Lučenec;Lučenec;Olbrachtova/tržnica,O;od Olbrachtovej,1;;48.326784;19.666556
60674;24;Banská Bystrica;Lučenec;Lučenec;Olbrachtova/tržnica,O;od Olbrachtovej,2;;48.326783;19.666538
60675;24;Banská Bystrica;Lučenec;Lučenec;Olbrachtova/tržnica,O;od trhoviska,1;;48.326699;19.666942
60676;24;Banská Bystrica;Lučenec;Lučenec;Olbrachtova/tržnica,O;od trhoviska,2;;48.326698;19.666925
60677;24;Banská Bystrica;Lučenec;Lučenec;Vajanského,O;príj.od V.Krtíša,SPP,ČS,smc,1;;48.315817;19.668868
60678;24;Banská Bystrica;Lučenec;Lučenec;Vajanského,O;príj.od V.Krtíša,SPP,ČS,smc,2;;48.315798;19.669213
60679;24;Banská Bystrica;Lučenec;Lučenec;Haličská,O;výj.sm V.Krtíš,Ľ;;48.338458;19.63294
60680;24;Banská Bystrica;Lučenec;Lučenec;Haličská,O;príj.od V.Krtíša,smc;;48.338458;19.63294
60681;24;Banská Bystrica;Lučenec;Lučenec;Haličská,O;príj.od V.Krtíša,smc,Ľ;;48.334174;19.636691
60682;24;Banská Bystrica;Lučenec;Lučenec;Haličská,O;výj.sm V.Krtíš;;48.334174;19.636691
60683;24;Banská Bystrica;Lučenec;Lučenec;Zvolenská cesta,O;výj.sm Zvolen,Merkury Market,cyklochodník,1,Ľ;;48.344504;19.658266
60684;24;Banská Bystrica;Lučenec;Lučenec;Zvolenská cesta,O;príj.od Zvolena,Merkury Market,cyklochodník,smc,1;;48.344504;19.658266
60685;24;Banská Bystrica;Lučenec;Lučenec;Zvolenská cesta,O;výj.sm Zvolen,Merkury Market,cyklochodník,2,Ľ;;48.350947;19.660497
60686;24;Banská Bystrica;Lučenec;Lučenec;Zvolenská cesta,O;príj.od Zvolena,Merkury Market,cyklochodník,smc,2;;48.350947;19.660497
60687;24;Žilina;Žilina;Žilina;Na Šefranici,O;pri firme T+T,sm Jánošíkova,Ľ základná škola;;49.227312;18.729737
60688;24;Žilina;Žilina;Žilina;Na Šefranici,O;pri firme T+T,sm Murgašova základná škola;;49.227312;18.729737
60706;24;Žilina;Žilina;Žilina;E-50/RK-ZA/Košická,O;križ so sv.Cyrila/Metoda,smc,Ľ AAA auto;;49.216561;18.765378
60707;24;Žilina;Žilina;Žilina;E-50/RK-ZA/Košická,O;križ so sv.Cyrila/Metoda,sm RK AAA auto;;49.216561;18.765378
60723;24;Žilina;Liptovský Mikuláš;Liptovský Mikuláš;Garbiarska;OC Liptov,Tilia,Jednota,1 Stopshop;;49.081076;19.616306
60724;24;Žilina;Liptovský Mikuláš;Liptovský Mikuláš;Garbiarska;OZ Liptov,Tilia,Jednota,2 Stopshop;;49.081087;19.616043
60728;24;Žilina;Žilina;Žilina;Kvačalova,J;na parkovisku,smc,Ľ reštaurácia;;49.218176;18.713464
60741;24;Trenčín;Považská Bystrica;Považská Bystrica;Považské Podhradie,V;budova SAD,smc,Ľ;;49.130173;18.442841
60742;24;Trenčín;Považská Bystrica;Považská Bystrica;Považské Podhradie,V;budova SAD,sm ŽA;;49.130066;18.442786
60743;24;Trenčín;Považská Bystrica;Považská Bystrica;Považské Podhradie,J;admin.budova SAD,sm ŽA;;49.129247;18.442261
60753;24;Banská Bystrica;Brezno;Brezno;I/66,výpadovka na BB,J;výjazd na BB,LIDL,1 nemocnica,lekáreň;;48.807209;19.625774
60754;24;Banská Bystrica;Brezno;Brezno;I/66,výpadovka na BB,J;výjazd na BB,LIDL,2 nemocnica,lekáreň;;48.807249;19.625891
60755;24;Trenčín;Prievidza;Prievidza;nábr.sv.Metoda,J;za odb.do centra,sm Handlová;;48.768719;18.624292
60758;24;Trenčín;Prievidza;Prievidza;Novackého/Energetikov,O;parkov ABC Market,od Novac.1 Jednota COOP, 100m;;48.777423;18.642217
60759;24;Trenčín;Prievidza;Prievidza;Novackého/Energetikov,O;parkov ABC Market,od Novac.2 Jednota COOP, 100m;;48.777573;18.642441
60760;24;Trenčín;Prievidza;Prievidza;Novackého/Energetikov,O;parkov ABC Market,od Energ.1 Jednota COOP, 100m;;48.777423;18.642217
60761;24;Trenčín;Prievidza;Prievidza;Novackého/Energetikov,O;parkov ABC Market,od Energ.2 Jednota COOP, 100m;;48.777573;18.642441
60764;24;Trenčín;Prievidza;Prievidza;V.Clementisa/Snežienková,J;dom č.37;;48.781961;18.64019
60767;24;Trenčín;Prievidza;Prievidza;Ľ.Ondrejova/Tolstého,J;ČS Slovnaft,sm.Kaufland,1 OBI;;48.780604;18.621591
60768;24;Trenčín;Prievidza;Prievidza;Ľ.Ondrejova/Tolstého,J;ČS Slovnaft,sm.Kaufland,2 OBI;;48.780497;18.621517
60769;24;Trenčín;Prievidza;Prievidza;Novackého/Kuzmányho;križov,oplotenie RD Jednota COOP, 300m;;48.77553;18.640208
60789;24;Žilina;Ružomberok;Ružomberok;Bottova,O;smc/Zárevúca,Ľ vojenská nemocnica;;49.075963;19.304613
60790;24;Žilina;Ružomberok;Ružomberok;Bottova,O;smer centrum,vojenská nemocn.;;49.075963;19.304613
60797;24;Žilina;Liptovský Mikuláš;Liptovský Mikuláš;Demänovská cesta,O;areál Vojen.akad.,sm Jasná,1,Ľ;;49.069416;19.591204
60798;24;Žilina;Liptovský Mikuláš;Liptovský Mikuláš;Demänovská cesta,O;areál Vojen.akad.,sm LM,1;;49.069416;19.591204
60799;24;Žilina;Liptovský Mikuláš;Liptovský Mikuláš;Demänovská cesta,O;areál Vojen.akad.,sm Jasná,2,Ľ;;49.069013;19.590911
60800;24;Žilina;Liptovský Mikuláš;Liptovský Mikuláš;Demänovská cesta,O;areál Vojen.akad.,sm LM,2;;49.069013;19.590911
60834;24;Žilina;Martin;Martin;Jilemnického/Košútska,O;príj.od PP/ZA,Kaufland,Ľ,smc McDonald,Renault+Dacia;;49.086979;18.932832
60835;24;Žilina;Martin;Martin;Jilemnického/Košútska,O;Kaufland,výj.sm PP/ZA McDonald,Renault+Dacia;;49.086979;18.932832
60839;24;Žilina;Žilina;Žilina;Košická/SAD,J;na oplotení SAD,oproti TESCO,1 ČS Tesco;;49.219119;18.758085
60840;24;Žilina;Žilina;Žilina;Košická/SAD,J;na oplotení SAD,oproti TESCO,2 ČS Tesco;;49.21917;18.757974
60841;24;Žilina;Žilina;Žilina;Košická/SAD,J;na oplotení SAD,oproti TESCO,3 ČS Tesco;;49.219207;18.757795
60842;24;Žilina;Žilina;Žilina;Košická/SAD,J;na oplotení SAD,oproti TESCO,4 ČS Tesco;;49.219312;18.757397
60843;24;Žilina;Žilina;Žilina;Košická/SAD,J;na oplotení SAD,oproti TESCO,5 ČS Tesco;;49.219319;18.757309
60844;24;Žilina;Žilina;Žilina;Košická/SAD,J;na oplotení SAD,oproti TESCO,6 ČS Tesco;;49.219348;18.7572
60852;24;Žilina;Žilina;Žilina;Mostná,O;šport.hala Bôrik,parkovisko,Ľ;;49.213869;18.744844
60853;24;Žilina;Žilina;Žilina;Mostná,O;šp.hala Bôrik,sm OC Dubeň;;49.213869;18.744844
60854;24;Žilina;Žilina;Žilina;Hlinská/Poľná,O;pri zastávke MHD,sm PD,Ľ Gymnázium,dievčenská škola;;49.206731;18.734758
60855;24;Žilina;Žilina;Žilina;Hlinská/Poľná,O;pri zastávke MHD,smc Gymnázium,dievčenská škola;;49.206731;18.734758
60866;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;I/66/ZV-BB,Zvolenská cesta,O;garáže,smc,1,Ľ;;48.71932;19.13752
60867;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;I/66/BB-ZV,Zvolenská cesta,O;garáže,sm ZV/BA,1 McDonald;;48.71932;19.13752
60868;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;I/66/ZV-BB,Zvolenská cesta,O;ČS OMV,smc,2,Ľ McDonald;;48.722033;19.137041
60869;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;I/66/BB-ZV,Zvolenská cesta,O;ČS OMV,sm ZV/BA,2 McDonald;;48.722033;19.137041
60870;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;I/66/ZV-BB,Zvolenská cesta,O;ČS OMV,smc,3,Ľ McDonald;;48.722216;19.137021
60871;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;I/66/BB-ZV,Zvolenská cesta,O;ČS OMV,sm ZV/BA,3 McDonald;;48.722216;19.137021
60872;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;I/66/ZV-BB,Zvolenská cesta,O;ČS OMV,smc,4,Ľ McDonald;;48.722625;19.136957
60873;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;I/66/BB-ZV,Zvolenská cesta,O;ČS OMV,sm ZV/BA,4 McDonald;;48.722625;19.136957
60875;24;Žilina;Turčianske Teplice;Turčianske Teplice;Kollárova,J;SPA & AQUAPARK parkov,1 Billa,SLSP;;48.8637;18.85759
60876;24;Žilina;Turčianske Teplice;Turčianske Teplice;Kollárova,J;SPA & AQUAPARK,parkov,2 Billa,SLSP;;48.863706;18.857711
60877;24;Žilina;Turčianske Teplice;Turčianske Teplice;Kollárova,J;SPA & AQUAPARK,parkov,3 Billa,SLSP;;48.863738;18.857881
60878;24;Žilina;Turčianske Teplice;Turčianske Teplice;Kollárova,J;SPA & AQUAPARK,parkov,4 Billa,SLSP;;48.863747;18.858053
60885;24;Žilina;Martin;Martin;I/65,BB-MT,Jahodnícka,O;pri CBA,sm Kollárova,Ľ daňový úrad,poliklinika+Medima;;49.056379;18.918545
60886;24;Žilina;Martin;Martin;I/65,BB-MT,Jahodnícka,O;pri CBA,smer centrum daňový úrad,poliklinika+Medima;;49.056379;18.918545
60891;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;J.Švermu/sídl.Fončorda,O;Kraj.úrad,Európa center,smc,Ľ Slovnaft ČS;;48.728624;19.134585
60892;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;J.Švermu/sídl.Fončorda,O;Kraj.úrad,Európa center,smFonč Slovnaft ČS;;48.728624;19.134585
60893;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Okružná,O;oproti kostolu,sm Radvaň,Ľ;;48.726843;19.122589
60894;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Okružná,O;oproti kostolu,smc;;48.726843;19.122589
60895;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Poľná/Mládežnícka,V;ZŠ,gymnázium,smc/Radvaň,Ľ;;48.722653;19.125528
60896;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Poľná/Mládežnícka,V;ZŠ,gymnázium,sm Fončorda;;48.722712;19.125799
60897;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;nám.Ľ.Štúra,O;nákup-zábav.centrum,smc,Ľ Kaufland;;48.724563;19.133067
60898;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;nám.Ľ.Štúra,O;nákup-zábav.centrum,smFončorda Kaufland;;48.724563;19.133067
60899;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;A.Sládkoviča/Radvaň;oproti nábytku a penziónu,1 COOP Jednota,SLSP;;48.719547;19.132302
60900;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;A.Sládkoviča/Radvaň;oproti nábytku a penziónu,2 COOP Jednota,SLSP;;48.719631;19.13233
60901;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;A.Sládkoviča/Radvaň,O;oproti ČS ORLEN,NAY,smTesco,Ľ XXXLutz;;48.712628;19.13371
60902;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;A.Sládkoviča/Radvaň,O;oproti ČS ORLEN,NAY,smRadvaň XXXLutz;;48.712663;19.13371
60903;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Partizánska cesta,V;oproti Tlačiarňam,smc,Ľ Slovnaft ČS;;48.7403;19.171147
60904;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Partizánska cesta,V;oproti Tlačiarňam,sm Sásová/BR Slovnaft ČS;;48.740298;19.17087
60905;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Rudohorská/Starohorská,O;pri nákup.centrách,smc,Ľ,2;;48.757561;19.166593
60906;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Rudohorská/Starohorská,O;pri nákup.centrách,sm Sásová,2;;48.757561;19.166593
60915;24;Žilina;Martin;Martin-Vrútky;Nábrežná,V;pri rieke,paneláky,smc,Ľ;;49.110236;18.922735
60916;24;Žilina;Martin;Martin-Vrútky;Nábrežná,V;pri rieke,paneláky,sm MT;;49.110236;18.922735
60917;24;Žilina;Martin;Martin-Vrútky;E-50/MT-ŽA/futbal.štadión,V;sm ŽA,Ľ;;49.110975;18.916306
60918;24;Žilina;Martin;Martin-Vrútky;E-50/MT-ŽA/futbal.štadión,V;sm MT;;49.110975;18.916306
60919;24;Žilina;Martin;Martin-Vrútky;E-50/MT-ŽA,J;križ,Harley Pub,sm ŽA,Ľ,1 Ignis krby;;49.120191;18.910166
60920;24;Žilina;Martin;Martin-Vrútky;E-50/MT-ŽA,J;križ,Harley Pub,sm ŽA,Ľ,2 Ignis krby;;49.120191;18.910199
60945;24;Banská Bystrica;Brezno;Brezno;Novomeského,V;zim.štad.,ČS,príj.od BB,smc,Ľ Lidl,ČS Shell;;48.805859;19.626284
60946;24;Banská Bystrica;Brezno;Brezno;Novomeského,V;zim.štadión,ČS,výjazd sm BB Lidl,ČS Shell;;48.805831;19.626425
60947;24;Banská Bystrica;Brezno;Brezno;Novomeského,O;vchod na zim.štad.smc,Ľ Tesco, ČS Shell,autob.zastávka;;48.805718;19.626957
60948;24;Banská Bystrica;Brezno;Brezno;Novomeského,O;vchod na zim.štad.sm BB Tesco, ČS Shell;;48.805718;19.626957
60949;24;Banská Bystrica;Brezno;Brezno;Novomeského,3-panel;zim.štad.,príj.od BB,smc,Ľ Tesco, ČS Shell;;48.805437;19.628337
60950;24;Banská Bystrica;Brezno;Brezno;Novomeského,3-panel;zim.štadión,výjazd sm BB Tesco, ČS Shell;;48.8054;19.628566
60951;24;Banská Bystrica;Brezno;Brezno;Novomeského,3-panel;zim.štadión,smNovomeského Tesco, ČS Shell;;48.805524;19.628502
60952;24;Banská Bystrica;Brezno;Brezno;čs.armády,O;zim.štadión,Tesco,sm čs.arm.,1 lekáreň;;48.806373;19.628553
60953;24;Banská Bystrica;Brezno;Brezno;čs.armády,O;zim.štadión,Tesco,sm čs.arm.,2 lekáreň;;48.80638;19.628708
60954;24;Banská Bystrica;Brezno;Brezno;čs.armády,O;zim.štadión,Tesco,sm Novom.,1 lekáreň;;48.80638;19.628708
60955;24;Banská Bystrica;Brezno;Brezno;čs.armády,O;zim.štadión,Tesco,sm Novom.,2 lekáreň;;48.806373;19.628553
60956;24;Banská Bystrica;Brezno;Brezno;čs.armády,J;medzi Tesco a futb.štad.,smc,1 lekáreň;;48.807191;19.629162
60957;24;Banská Bystrica;Brezno;Brezno;čs.armády,J;medzi Tesco a futb.štad.,smc,2 lekáreň;;48.807122;19.629169
60958;24;Banská Bystrica;Brezno;Brezno;čs.armády,J;medzi Tesco a futb.štad.,smc,3 lekáreň;;48.807065;19.629175
60959;24;Banská Bystrica;Brezno;Brezno;čs.armády,J;medzi Tesco a futb.štad.,smc,4 lekáreň;;48.807008;19.629181
60960;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Železničná-ŽSR/SAD,O;križ,bližšie k SAD,od ŽSR Milk Agro potraviny;;48.384494;20.028243
60961;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Železničná-ŽSR/SAD,O;križ,bližšie k SAD,od reštaurá Milk Agro potraviny;;48.384494;20.028243
60962;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Železničná-ŽSR/SAD,O;križ,bližšie k ŽSR,od reštaurá Milk Agro potraviny;;48.384569;20.028115
60963;24;Banská Bystrica;Rimavská Sobota;Rimavská Sobota;Železničná-ŽSR/SAD,O;križ,bližšie k ŽSR,od ŽSR Milk Agro potraviny;;48.384569;20.028115
60966;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Tatranská/sídl.Sásová,O;SOU poľnohosp.,sm Sásová,Ľ,1 OKTAN ČS;;48.753155;19.173788
60967;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Tatranská/sídl.Sásová,O;SOU poľnohosp.,smc,1 OKTAN ČS;;48.753155;19.173788
60968;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Rudohorská/Starohorská,O;pri nákup.centrách,smc,Ľ,1;;48.757809;19.166807
60969;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Rudohorská/Starohorská,O;pri nákup.centrách,sm Sásová,1;;48.757809;19.166807
60972;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;29 augusta/kruh.objazd,O;oproti Žel.stanici,Kaufland, SLSP;;48.735874;19.163147
60973;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;29 augusta/kruh.objazd,O;oproti ŽS,Kaufland,od nástupíš SLSP;;48.735874;19.163147
60974;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;Mádežnícka,J;križ,oproti katolíc.kostolu;;48.726817;19.12161
60980;24;Banská Bystrica;Žiar n/Hronom;Žiar n/Hronom-Ladom.Vieska;E-571/KE-ZV-BA,Ladom.Vieska,V;ČOV,výj.sm BA,1,Ľ škoda,citroen,woodcote;;48.576988;18.871676
60981;24;Banská Bystrica;Žiar n/Hronom;Žiar n/Hronom-Ladom.Vieska;E-571/BA-ZV-KE,Ladom.Vieska,V;ČOV,príj.od BA,1 škoda,citroen,woodcote;;48.576884;18.871571
60982;24;Banská Bystrica;Žiar n/Hronom;Žiar n/Hronom-Ladom.Vieska;E-571/KE-ZV-BA,Ladom.Vieska,V;ČOV,výj.sm BA,3,Ľ škoda,citroen,woodcote;;48.576229;18.871101
60983;24;Banská Bystrica;Žiar n/Hronom;Žiar n/Hronom-Ladom.Vieska;E-571/BA-ZV-KE,Ladom.Vieska,V;ČOV,príj.od BA,3 škoda,citroen,woodcote;;48.576143;18.87099
60984;24;Banská Bystrica;Žiar n/Hronom;Žiar n/Hronom-Ladom.Vieska;E-571/KE-ZV-BA,Ladom.Vieska,V;ČOV,výj.sm BA,2,Ľ škoda,citroen,woodcote;;48.576608;18.87141
60985;24;Banská Bystrica;Žiar n/Hronom;Žiar n/Hronom-Ladom.Vieska;E-571/BA-ZV-KE,Ladom.Vieska,V;ČOV,príj.od BA,2 škoda,citroen,woodcote;;48.576477;18.871322
60986;24;Banská Bystrica;Žiar n/Hronom;Žiar n/Hronom;E-571/BA-ZV-KE,Ladom.Vieska,J;rázcestie,3;;48.578824;18.873234
61004;24;Trenčín;Prievidza;Prievidza;Olympionikov/Bojnická cesta,O;pri McDonalde,šport.hala,smMc1 ČS Shell;;48.777095;18.602022
61005;24;Trenčín;Prievidza;Prievidza;Olympionikov/Bojnická cesta,O;pri McDonalde,šport.hala,smc,2 ČS Shell;;48.777095;18.602022
61006;24;Trenčín;Prievidza;Prievidza;Nábrežná/Tesco-Okay,O;parkov,od KiNEKUS,1 Kaufland 100m, ČS Shell, SOU;;48.77737;18.606729
61007;24;Trenčín;Prievidza;Prievidza;Nábrežná/Tesco-Okay,O;parkov,od KiNEKUS,2 Kaufland 100m, ČS Shell, SOU;;48.777335;18.606941
61008;24;Trenčín;Prievidza;Prievidza;Nábrežná/Tesco-Okay,O;parkov,od Tesca,1 Kaufland 100m, ČS Shell, SOU;;48.777332;18.606978
61009;24;Trenčín;Prievidza;Prievidza;Nábrežná/Tesco-Okay,O;parkov,od Tesca,2 Kaufland 100m, ČS Shell, SOU;;48.777367;18.606765
61012;24;Žilina;Tvrdošín;Tvrdošín;E-77,Poľsko-Dolný Kubín,J;centr,Lidl,parkov,sm DK,Ľ,1;;49.332724;19.5539
61013;24;Žilina;Tvrdošín;Tvrdošín;E-77,Poľsko-Dolný Kubín,J;centr,Lidl,parkov,sm DK,Ľ,2;;49.332647;19.554014
61014;24;Žilina;Tvrdošín;Tvrdošín;E-77,Poľsko-Dolný Kubín,J;centr,Lidl,parkov,sm DK,Ľ,3;;49.332582;19.55411
61015;24;Žilina;Tvrdošín;Tvrdošín;E-77,Dolný Kubín-Poľsko,O;výj.sm Trstená/CLO Poľsko,Ľ;;49.341327;19.562794
61016;24;Žilina;Tvrdošín;Tvrdošín;E-77,Poľsko-Dolný Kubín,O;príj.od Trstená/CLO Poľsko,smc;;49.341327;19.562794
61026;24;Žilina;Martin;Martin;I/18,ŽA-RK,O;ČS Slovnaft,sm RK,Ľ;;49.094415;18.943548
61027;24;Žilina;Martin;Martin;I/18,RK-ŽA,O;ČS Slovnaft,sm MT,ŽA;;49.094415;18.943548
61028;24;Žilina;Martin;Martin;I/18,RK-ŽA,O;ČS Slovnaft,sm MT,ŽA,Ľ;;49.094285;18.943591
61029;24;Žilina;Martin;Martin;I/18,ŽA-RK,O;ČS Slovnaft,sm RK;;49.094285;18.943591
61032;24;Trenčín;Prievidza;Nitrianske Pravno;ťah PB/ŽA-PD,Prievidzská,V;výjazd sm PD,Ľ;;48.862462;18.642907
61033;24;Trenčín;Prievidza;Nitrianske Pravno;ťah PB/ŽA-PD,Prievidzská,V;príjazd od Prievidze;;48.862462;18.642907
61044;24;Banská Bystrica;Zvolen;Zvolen;E-571/KE-ZV-BA,Lučenecká,V;oproti SOU drev,smc/BA,Ľ,1;;48.5670188;19.1488108
61045;24;Banská Bystrica;Zvolen;Zvolen;E-571/BA-ZV-KE,Lučenecká,V;oproti SOU drev,sm LC/KE,1;;48.5670188;19.1488108
61046;24;Banská Bystrica;Zvolen;Zvolen;E-571/KE-ZV-BA,Lučenecká,V;oproti SOU drev,smc/BA,Ľ,2;;48.5669265;19.1490142
61047;24;Banská Bystrica;Zvolen;Zvolen;E-571/BA-ZV-KE,Lučenecká,V;oproti SOU drev,sm LC/KE,2;;48.5669265;19.1490142
61048;24;Banská Bystrica;Zvolen;Zvolen;T.G.Masaryka/SAD,O;oproti VŠ-lesnícka,smSAD,Ľ Lidl;;48.5717837;19.1210156
61049;24;Banská Bystrica;Zvolen;Zvolen;T.G.Masaryka/SAD,O;oproti VŠ-lesnícka,smc Lidl;;48.5717837;19.1210156
60970;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;29 augusta,O;oproti želez.stanici,od SLSP,Ľ Kaufland;;48.736665;19.162711
60971;24;Banská Bystrica;Banská Bystrica;Banská Bystrica;29 augusta,O;oproti Žel.stanici,SLSP,sm ZV Kaufland;;48.736665;19.162711
61070;24;Banská Bystrica;Zvolen;Zvolen;Hronská,O;príj.od E-77,gymnáz.,smc,Ľ,2 Kaufland;;48.574732;19.112574
61071;24;Banská Bystrica;Zvolen;Zvolen;Hronská,O;výj.sm E-77,gymnázium,2 Kaufland;;48.574732;19.112574
61074;24;Žilina;Dolný Kubín;Dlhá n/Oravou;E-77/Dolný Kubín-Tvrdošín,O;prejazd obcou,sm Tvrdošín, Zuberec;;49.266296;19.447431
61354;24;Žilina;Dolný Kubín;Dlhá n/Oravou;E-77/Tvrdošín-Dolný Kubín,O;prejazd obcou, smer Dolný Kubín,Ľ;;49.266296;19.447431
61079;24;Žilina;Tvrdošín;Habovka;cesta Zuberec-Podbiel,J;parkov Jednota,sm Podbiel;;49.270914;19.608316
61090;24;Žilina;Liptovský Mikuláš;Liptovský Hrádok;J.D.Matejovie,J;Nemocnica/parkovisko;;49.040927;19.725022
61091;24;Žilina;Liptovský Mikuláš;Liptovský Hrádok;J.D.Matejovie,O;parkov medzi OD a NsP,1 Nemocnica;;49.040962;19.721608
61092;24;Žilina;Liptovský Mikuláš;Liptovský Hrádok;J.D.Matejovie,O;parkov medzi OD a NsP,2 Nemocnica;;49.039814;19.720642
61093;24;Žilina;Liptovský Mikuláš;Liptovský Hrádok;J.D.Matejovie,O;parkov medzi OD a NsP,1,smc Nemocnica;;49.039144;19.721058
61094;24;Žilina;Liptovský Mikuláš;Liptovský Hrádok;J.D.Matejovie,O;parkov medzi OD a NsP,2,smc Nemocnica;;49.040749;19.721977
61095;24;Banská Bystrica;Zvolen;Zvolen;T.G.Masaryka/SAD,V;pred SAD,oproti Kaufland,1,Ľ Slovnaft ČS;;48.569922;19.112226
61096;24;Banská Bystrica;Zvolen;Zvolen;T.G.Masaryka/SAD,V;pred SAD,oproti Kaufland,1,smc Slovnaft ČS;;48.569983;19.11203
61097;24;Banská Bystrica;Zvolen;Zvolen;T.G.Masaryka/SAD,V;pred SAD,oproti Kaufland,2,Ľ Slovnaft ČS;;48.570192;19.111307
61098;24;Banská Bystrica;Zvolen;Zvolen;T.G.Masaryka/SAD,V;pred SAD,oproti Kaufland,2,smc Slovnaft ČS;;48.570253;19.11114
61115;24;Banská Bystrica;Zvolen;Zvolen;E-571/KE-ZV-BA,Lučenecká,O;pod zimným štadiónom,smBA,Ľ,1;;48.5668587;19.1197232
61116;24;Banská Bystrica;Zvolen;Zvolen;E-571/BA-ZV-KE,Lučenecká,O;pod zimným štadiónom,sm.cent 1;;48.5668587;19.1197232
61117;24;Banská Bystrica;Zvolen;Zvolen;E-571/KE-ZV-BA,Lučenecká,O;pod zimným štadiónom,smBA,Ľ,2;;48.5666858;19.1193279
61118;24;Banská Bystrica;Zvolen;Zvolen;E-571/BA-ZV-KE,Lučenecká,O;pod ZŠ,smer centrum, KE,2;;48.5666858;19.1193279
61119;24;Banská Bystrica;Zvolen;Zvolen;E-571/KE-ZV-BA,Lučenecká,O;pod zimným štadiónom,smBA,Ľ,3;;48.566796;19.120867
61120;24;Banská Bystrica;Zvolen;Zvolen;E-571/BA-ZV-KE,Lučenecká,O;pod zimným štad.smer centrum 3;;48.566711;19.120759
61121;24;Banská Bystrica;Zvolen;Zvolen;E-571/KE-ZV-BA,Lučenecká,O;pod zimným štadiónom,smBA,Ľ,4;;48.566682;19.120652
61122;24;Banská Bystrica;Zvolen;Zvolen;E-571/BA-ZV-KE,Lučenecká,O;pod zimným štadiónom,4 smer ZV, KE;;48.566711;19.120502
61123;24;Banská Bystrica;Lučenec;Lučenec-časť Fabianka;I/71,CLO MR-LC,O;príj.od Maď.,smc,Ľ,1;;48.321929;19.695651
61124;24;Banská Bystrica;Lučenec;Lučenec-časť Fabianka;I/71,LC-CLO MR,O;výj.sm Maď.,1;;48.321929;19.695651
